SampleID,Actinobacteria,Bacteroides,Bacteroidetes,Bifidobacterium,Clostridium,Cyanobacteria,Firmicutes,Fusobacteria,Lactobacillus,Other,Prevotella,Proteobacteria,Tenericutes,Verrucomicrobia,Age,Sex
000010809.1259716,0.7474,0.0035,0.0066,0.0001,0.0,0.0136,0.1365,0.0012,0.0,0.0003,0.0007,0.09,0.0,0.0001,62,1
000003029.1053755,0.1356,0.0003,0.0816,0.0,0.0,0.0359,0.2602,0.1283,0.0003,0.0279,0.0064,0.3217,0.0006,0.0012,31,1
000005165.1053859,0.1291,0.0044,0.0359,0.0012,0.0029,0.1737,0.3484,0.0256,0.0019,0.0067,0.0194,0.2502,0.0006,0.0,59,1
000007757.fixed959,0.262,0.0012,0.0166,0.0007,0.0007,0.2018,0.3099,0.0067,0.0002,0.0014,0.0062,0.192,0.0,0.0006,36,0
000005813.1053868,0.0679,0.0,0.0042,0.0001,0.0,0.0002,0.4635,0.046,0.0001,0.001,0.1916,0.2244,0.001,0.0,29,0
000003359.1131686,0.0271,0.0009,0.0477,0.0,0.0,0.0,0.4262,0.0172,0.0,0.0003,0.0082,0.4723,0.0001,0.0,34,1
000015180.fixed143,0.2288,0.018,0.0334,0.0012,0.0016,0.0078,0.4143,0.0113,0.0869,0.0009,0.151,0.0446,0.0001,0.0001,24,0
000015591.fixed65,0.006,0.2821,0.023,0.0044,0.002,0.0,0.6151,0.0569,0.0001,0.0,0.0029,0.0071,0.0,0.0004,54,0
000009079.1130049,0.1438,0.0004,0.0026,0.0,0.0,0.0008,0.214,0.0085,0.0005,0.0005,0.0009,0.628,0.0,0.0,23,1
000008202.1130235,0.3704,0.0008,0.0142,0.0002,0.0,0.0252,0.4621,0.0123,0.0001,0.002,0.0054,0.1073,0.0,0.0,45,1
000002898.1075919,0.0017,0.2159,0.0349,0.0,0.0008,0.0,0.7356,0.0,0.0001,0.0,0.0014,0.0095,0.0,0.0001,32,1
000002578.1076195,0.0425,0.1283,0.0079,0.0002,0.0011,0.0005,0.8177,0.0,0.0,0.0,0.0,0.0008,0.0,0.001,45,1
000001647.1076299,0.1002,0.3253,0.0172,0.0052,0.016,0.0001,0.5255,0.0,0.0,0.0,0.0007,0.0097,0.0,0.0001,40,1
000002028.1053812,0.0439,0.1972,0.0479,0.0131,0.0024,0.0002,0.6846,0.0002,0.0012,0.0,0.0011,0.0082,0.0,0.0,35,1
000001243.1053840,0.0035,0.168,0.0561,0.0196,0.0107,0.0002,0.6623,0.0,0.0001,0.001,0.0,0.0216,0.034,0.0229,69,0
000006676.1053750,0.0351,0.1646,0.0406,0.0007,0.0005,0.0022,0.538,0.0002,0.0003,0.0,0.0057,0.0522,0.1597,0.0002,70,0
000005889.1053949,0.0054,0.2571,0.0058,0.0026,0.0002,0.0007,0.6652,0.0,0.0003,0.0,0.0,0.0626,0.0,0.0001,39,0
000002878.1131732,0.0043,0.4864,0.0116,0.0001,0.0021,0.0002,0.4727,0.0001,0.0,0.0,0.0003,0.0167,0.0037,0.0018,38,0
000006802.1131875,0.0062,0.1034,0.0025,0.0057,0.0051,0.0,0.8678,0.0,0.0003,0.0,0.0005,0.0085,0.0,0.0,47,0
000006716.1131728,0.0066,0.1528,0.0574,0.0033,0.011,0.0001,0.668,0.0,0.0004,0.0,0.0148,0.0812,0.0043,0.0001,41,0
000006042.1131768,0.013,0.1371,0.0435,0.0042,0.0313,0.0018,0.7312,0.0,0.001,0.0001,0.0027,0.0138,0.003,0.0173,28,0
000009011.1131752,0.0012,0.2842,0.0731,0.0001,0.0125,0.0,0.6226,0.0,0.0,0.0,0.0005,0.0058,0.0,0.0,65,1
000003175.1131611,0.0032,0.0228,0.002,0.0,0.0206,0.0001,0.9269,0.0,0.0057,0.0,0.0004,0.0183,0.0,0.0,57,0
000007700.1130337,0.022,0.0043,0.0022,0.0416,0.0025,0.0005,0.8944,0.0001,0.0003,0.0029,0.0029,0.0011,0.0224,0.0028,46,0
000009213.1130424,0.0071,0.394,0.0758,0.0098,0.0054,0.0,0.4766,0.0007,0.0006,0.0,0.0017,0.0271,0.0012,0.0,44,0
000012070.1257554,0.0054,0.1067,0.0367,0.0001,0.0087,0.0,0.6203,0.0,0.0,0.0004,0.2158,0.0026,0.0024,0.0009,35,1
000012158.1257142,0.012,0.305,0.0741,0.004,0.0042,0.0,0.4868,0.0002,0.0008,0.0021,0.0689,0.0402,0.0007,0.001,38,0
000013328.1257337,0.0019,0.034,0.029,0.0002,0.0005,0.0,0.8907,0.0,0.0,0.0,0.0013,0.0167,0.0,0.0257,59,1
000014019.1262014,0.0021,0.3085,0.0522,0.0058,0.0113,0.0001,0.5164,0.0001,0.0005,0.0031,0.0006,0.0079,0.0426,0.0488,34,0
000014365.1261629,0.0063,0.0528,0.049,0.0072,0.0026,0.0,0.7044,0.0,0.0,0.0031,0.1057,0.0155,0.0046,0.0488,58,1
000003169.1283112,0.004,0.1541,0.0473,0.01,0.0145,0.0,0.7,0.0,0.0,0.0007,0.0,0.0669,0.0,0.0025,46,0
000015341.fixed138,0.145,0.035,0.0362,0.023,0.0052,0.0052,0.5624,0.0015,0.0064,0.0025,0.0785,0.0374,0.009,0.0527,24,0
000016233.fixed384,0.0189,0.1718,0.0434,0.0037,0.0038,0.0,0.7234,0.0002,0.0,0.0015,0.0063,0.0256,0.0014,0.0,25,1
000017667.fixed553,0.003,0.1883,0.0357,0.0016,0.0007,0.0004,0.7249,0.0002,0.0002,0.0,0.0004,0.0009,0.0033,0.0404,23,0
000017653.fixed704,0.0027,0.4294,0.0392,0.0,0.0081,0.0003,0.4802,0.0,0.0,0.0,0.0001,0.0305,0.0001,0.0094,50,1
000017335.fixed776,0.1341,0.2677,0.0315,0.0002,0.0155,0.0003,0.5186,0.0002,0.0003,0.0,0.0003,0.0306,0.0,0.0007,47,0
000017352.fixed772,0.0223,0.3156,0.0478,0.0,0.001,0.0003,0.6061,0.0,0.0,0.0002,0.0015,0.0052,0.0,0.0,57,1
000001595.1076003,0.0038,0.3321,0.0109,0.0,0.0208,0.0019,0.6038,0.0,0.0,0.0,0.001,0.0056,0.0187,0.0014,25,1
000001161.1053938,0.0026,0.3909,0.0851,0.0013,0.0017,0.0,0.4617,0.0,0.0001,0.0,0.0,0.0563,0.0002,0.0001,43,0
000006650.1131956,0.0218,0.0232,0.0192,0.0022,0.007,0.0079,0.9133,0.0,0.0,0.0,0.0005,0.0046,0.0002,0.0001,39,1
000003451.1130418,0.0529,0.1638,0.0058,0.0,0.0,0.0,0.6652,0.0,0.0,0.0,0.1103,0.0019,0.0001,0.0,62,0
000001441.1213056,0.0071,0.3134,0.0113,0.0002,0.0154,0.0,0.6479,0.0,0.0002,0.0,0.0003,0.0008,0.0034,0.0,41,0
000009074.1213041,0.0473,0.2336,0.0219,0.07,0.004,0.0,0.6099,0.0001,0.0,0.0,0.0004,0.0128,0.0,0.0,29,1
000014524.1259721,0.0082,0.3591,0.1357,0.0145,0.0022,0.0,0.4685,0.0,0.0002,0.0,0.0008,0.0084,0.0007,0.0017,57,1
000014560.1261622,0.0018,0.083,0.1612,0.0002,0.0048,0.0,0.6927,0.0001,0.0,0.0049,0.0015,0.0262,0.0189,0.0047,43,0
000016359.fixed251,0.0039,0.0926,0.0862,0.0001,0.0043,0.0021,0.6265,0.0004,0.0,0.0009,0.0068,0.1045,0.0701,0.0016,42,1
000016347.fixed222,0.0028,0.3498,0.1054,0.0,0.0035,0.0001,0.4625,0.0264,0.0002,0.0021,0.0046,0.0134,0.0,0.0292,54,0
000009052.1130000,0.0008,0.3578,0.039,0.0,0.0015,0.0,0.3962,0.0,0.0004,0.0,0.1716,0.0308,0.0004,0.0015,20,0
000014542.fixed230,0.0007,0.5268,0.1025,0.0001,0.0,0.0,0.3391,0.0,0.0,0.0006,0.001,0.0162,0.0,0.013,49,0
000003223.1053824,0.222,0.0001,0.0234,0.0003,0.0,0.0586,0.144,0.0061,0.0009,0.0013,0.0071,0.5358,0.0004,0.0,49,0
000015393.fixed215,0.2993,0.0289,0.0117,0.0075,0.0,0.0177,0.2659,0.0067,0.0028,0.0023,0.0143,0.3419,0.0,0.001,52,1
000005289.1053933,0.2503,0.0002,0.0056,0.0003,0.0,0.4405,0.1615,0.002,0.0013,0.0017,0.0012,0.1354,0.0,0.0,67,1
000003385.1053884,0.2349,0.0003,0.0395,0.0002,0.0017,0.0222,0.284,0.0416,0.0002,0.0061,0.0119,0.3567,0.0,0.0007,56,0
000010192.1212982,0.0139,0.0091,0.029,0.0005,0.0025,0.0,0.6313,0.0029,0.0,0.0002,0.3049,0.0057,0.0,0.0,55,1
000015403.fixed170,0.3895,0.0089,0.025,0.0003,0.0,0.024,0.3982,0.0073,0.0057,0.0063,0.0081,0.1254,0.0,0.0013,62,1
000007106.1075667,0.3563,0.0111,0.0424,0.0009,0.0,0.0186,0.1867,0.0003,0.0028,0.0444,0.0187,0.3142,0.0009,0.0027,51,1
000015828.fixed717,0.0036,0.2175,0.0457,0.0335,0.0098,0.0,0.4973,0.0002,0.0,0.0003,0.0002,0.0358,0.0043,0.1518,27,0
000001142.1075871,0.0557,0.0625,0.0348,0.0,0.003,0.0002,0.6518,0.0,0.0012,0.008,0.0017,0.0127,0.162,0.0064,46,0
000006944.1131932,0.033,0.0372,0.0128,0.0007,0.0006,0.0019,0.8561,0.0001,0.0016,0.0085,0.0008,0.0446,0.0,0.0021,36,0
000009236.1130542,0.0011,0.4555,0.173,0.0,0.0178,0.0005,0.3321,0.0,0.0004,0.0003,0.0002,0.019,0.0001,0.0,46,0
000015581.fixed1083,0.0048,0.3392,0.0777,0.0012,0.0031,0.0,0.5436,0.0005,0.0001,0.0,0.0011,0.0275,0.0,0.0012,41,0
000003475.1076147,0.0087,0.0022,0.0274,0.0001,0.0081,0.0001,0.6518,0.0,0.0,0.0018,0.2873,0.0109,0.0014,0.0002,50,1
000016193.fixed357,0.0225,0.1118,0.002,0.0063,0.0012,0.0,0.5669,0.0017,0.0011,0.0,0.2025,0.084,0.0,0.0,25,0
000005686.1053891,0.0006,0.2677,0.0693,0.0034,0.0012,0.0005,0.652,0.0001,0.0,0.0001,0.0018,0.0026,0.0005,0.0002,38,1
000013935.1261812,0.0218,0.2134,0.1388,0.0,0.0086,0.0008,0.5254,0.0,0.0014,0.0007,0.0009,0.035,0.0529,0.0003,29,1
000002610.1053895,0.1264,0.0,0.0163,0.0002,0.0007,0.5834,0.1312,0.001,0.0,0.0009,0.0027,0.1365,0.0,0.0007,54,0
000005654.1053843,0.2935,0.0002,0.0219,0.0,0.0001,0.1416,0.2879,0.0058,0.0095,0.0,0.0029,0.2366,0.0,0.0,33,0
000005420.1053848,0.2179,0.0,0.0262,0.0326,0.0005,0.0834,0.4137,0.0052,0.0018,0.0201,0.0246,0.1695,0.0,0.0045,52,0
000005656.1053921,0.2164,0.0003,0.0226,0.0012,0.0007,0.141,0.2942,0.0029,0.0002,0.0001,0.0238,0.2966,0.0,0.0,33,0
000002642.1053735,0.0217,0.0001,0.014,0.0,0.0,0.0004,0.8538,0.0094,0.0002,0.0009,0.0177,0.0817,0.0001,0.0,22,0
000015344.fixed134,0.5006,0.0012,0.004,0.0,0.0,0.0248,0.417,0.001,0.0026,0.0011,0.0017,0.046,0.0,0.0,24,0
000017354.fixed548,0.0157,0.2561,0.0863,0.0081,0.0045,0.0302,0.5143,0.0004,0.0,0.0027,0.032,0.0484,0.0004,0.0009,26,1
000004721.1131620,0.0444,0.1347,0.0096,0.0181,0.0042,0.0073,0.7782,0.0,0.0003,0.0,0.0007,0.0023,0.0002,0.0,61,0
000005021.1130427,0.1724,0.0015,0.0499,0.0003,0.0014,0.0975,0.2314,0.0111,0.0054,0.0383,0.0082,0.3791,0.0003,0.0032,28,0
000009181.1130505,0.3281,0.0006,0.0067,0.0,0.0,0.0,0.6146,0.0001,0.0001,0.0001,0.003,0.0467,0.0,0.0,61,0
000015385.fixed129,0.0015,0.1981,0.0766,0.0016,0.0012,0.0,0.5445,0.0,0.0001,0.0021,0.1221,0.0408,0.0105,0.0009,33,0
000006647.1130279,0.0052,0.1704,0.0749,0.0003,0.0289,0.0001,0.4752,0.0,0.0,0.0,0.2073,0.0169,0.0,0.0208,51,0
000002260.1130168,0.2567,0.0009,0.006,0.0,0.0004,0.0265,0.4297,0.0064,0.1339,0.0007,0.0184,0.12,0.0,0.0004,50,0
000015405.fixed168,0.3999,0.0053,0.011,0.0004,0.0,0.025,0.4227,0.0085,0.0034,0.0027,0.0072,0.1133,0.0003,0.0003,62,1
000001780.1213073,0.0205,0.4163,0.0535,0.0002,0.0005,0.0003,0.3387,0.0727,0.0,0.0008,0.0606,0.0102,0.0016,0.0241,61,1
000010867.1213028,0.004,0.3153,0.1737,0.0069,0.0029,0.0,0.4169,0.0005,0.0,0.0,0.0034,0.0763,0.0001,0.0,50,1
000009716.1213025,0.0742,0.0818,0.0889,0.0016,0.0098,0.0004,0.4149,0.0001,0.0003,0.0001,0.0588,0.2475,0.0216,0.0,52,0
000012963.1210657,0.001,0.2748,0.0838,0.0,0.0013,0.0001,0.1709,0.0,0.0003,0.0,0.0002,0.4676,0.0,0.0,21,0
000013274.1257280,0.001,0.2233,0.0447,0.0,0.0121,0.0,0.7008,0.0,0.0,0.0,0.0173,0.0007,0.0,0.0001,55,1
000010743.1259644,0.2265,0.0014,0.0092,0.0001,0.0,0.0012,0.1077,0.0005,0.0,0.0006,0.0003,0.6524,0.0,0.0001,56,1
000014483.1259613,0.0385,0.0059,0.0248,0.0,0.0,0.0021,0.1845,0.0215,0.0006,0.0001,0.0029,0.7191,0.0,0.0,34,0
000013155.1261631,0.027,0.0998,0.0428,0.0132,0.0045,0.0,0.7967,0.0001,0.0043,0.0008,0.0059,0.0014,0.0001,0.0034,27,0
000014458.fixed132,0.0014,0.4333,0.05,0.0001,0.0021,0.0006,0.4087,0.0,0.0,0.0003,0.0001,0.1034,0.0,0.0,36,1
000015215.fixed19,0.2889,0.0109,0.0069,0.0001,0.0003,0.0184,0.5433,0.003,0.0009,0.0052,0.0039,0.1182,0.0,0.0,33,1
000015252.fixed73,0.6318,0.0008,0.0105,0.0025,0.0,0.0001,0.2301,0.002,0.0017,0.0024,0.0005,0.1174,0.0,0.0002,33,1
000015123.fixed327,0.0019,0.5039,0.1373,0.0166,0.0002,0.0,0.2683,0.0006,0.0001,0.0,0.0013,0.0698,0.0,0.0,26,0
000015349.fixed154,0.2783,0.0035,0.0247,0.0001,0.0001,0.1281,0.2404,0.0117,0.0002,0.0012,0.0015,0.31,0.0001,0.0001,28,0
000015326.fixed196,0.0761,0.001,0.0406,0.0,0.0,0.0191,0.276,0.0112,0.1446,0.0009,0.0066,0.4239,0.0,0.0,34,0
000015347.fixed137,0.3491,0.0019,0.0029,0.0,0.0001,0.2399,0.2305,0.0009,0.0172,0.0006,0.0037,0.1524,0.0007,0.0001,28,0
000015122.fixed326,0.0088,0.316,0.0885,0.0206,0.0002,0.0001,0.497,0.0,0.0003,0.0001,0.0004,0.068,0.0,0.0,26,0
000012284.fixed298,0.0412,0.3043,0.039,0.0156,0.0004,0.0285,0.5104,0.0018,0.0037,0.0,0.0001,0.0547,0.0002,0.0001,71,1
000015568.fixed677,0.0692,0.1978,0.1099,0.0035,0.0088,0.0007,0.5659,0.0001,0.0001,0.0,0.0245,0.0148,0.0047,0.0,46,0
000007766.fixed848,0.2189,0.0011,0.0128,0.0022,0.0,0.0219,0.5679,0.0064,0.0027,0.0033,0.0062,0.1564,0.0002,0.0,37,1
000007792.fixed1100,0.0029,0.5481,0.0721,0.0055,0.0006,0.0003,0.2364,0.0001,0.0002,0.0,0.056,0.0777,0.0001,0.0,37,1
000007847.fixed1034,0.2502,0.0005,0.028,0.0019,0.0001,0.0733,0.3612,0.0115,0.0293,0.0156,0.0156,0.2127,0.0,0.0001,36,0
000015282.fixed948,0.2802,0.0028,0.0105,0.0004,0.0003,0.0343,0.4719,0.0058,0.0007,0.0014,0.0049,0.1863,0.0,0.0005,60,1
000017269.fixed1081,0.0157,0.3923,0.0847,0.0037,0.0015,0.0004,0.497,0.0002,0.0,0.0,0.0005,0.004,0.0,0.0,24,1
000005842.1053815,0.1224,0.0001,0.0091,0.0,0.0,0.0003,0.3445,0.003,0.0002,0.0057,0.0287,0.4855,0.0005,0.0,34,0
000002296.1053926,0.0774,0.0005,0.0467,0.0007,0.0001,0.0183,0.0461,0.0055,0.0002,0.0185,0.0067,0.7771,0.0002,0.002,57,0
000007677.1130340,0.0003,0.0956,0.0923,0.0,0.0017,0.0,0.0156,0.0,0.0,0.0012,0.0,0.7882,0.0005,0.0046,43,1
000013410.1262046,0.0021,0.1962,0.3186,0.0027,0.0006,0.0,0.3106,0.0,0.0,0.0009,0.0015,0.1668,0.0,0.0,59,0
000006125.1130251,0.0146,0.3448,0.0652,0.0002,0.0098,0.0097,0.4564,0.0,0.0,0.0,0.0131,0.0604,0.0249,0.0009,36,0
000015391.fixed217,0.7842,0.0022,0.0041,0.0001,0.0,0.0042,0.0829,0.0001,0.0,0.0,0.0013,0.1204,0.0,0.0005,52,1
000005556.1053713,0.1043,0.0001,0.0388,0.0034,0.0,0.3867,0.1465,0.0073,0.0001,0.0045,0.0035,0.3044,0.0,0.0004,23,0
000004928.1130090,0.0235,0.0004,0.046,0.0,0.0,0.0043,0.034,0.0002,0.0005,0.0004,0.0,0.8906,0.0,0.0001,53,0
000007796.fixed1103,0.3794,0.0005,0.0204,0.0009,0.0,0.0069,0.323,0.0109,0.0014,0.0028,0.0065,0.2471,0.0001,0.0001,36,0
000015175.fixed874,0.0686,0.0009,0.0452,0.0,0.0,0.0002,0.3378,0.151,0.0,0.0021,0.0887,0.3046,0.0009,0.0,62,0
000008200.1130127,0.3066,0.0008,0.0411,0.001,0.0035,0.0256,0.2744,0.0136,0.026,0.0121,0.0118,0.2827,0.0,0.0008,44,0
000007635.1075669,0.1187,0.0002,0.0282,0.0,0.0,0.0,0.3761,0.1326,0.0001,0.0013,0.2965,0.0463,0.0,0.0,22,0
000002261.1076015,0.0082,0.3349,0.1423,0.0,0.0041,0.0066,0.442,0.0,0.0008,0.0008,0.0012,0.055,0.0031,0.001,50,0
000004736.1076315,0.0011,0.0353,0.0459,0.0,0.0149,0.0012,0.4592,0.0,0.0004,0.0,0.3875,0.022,0.0177,0.0148,48,0
000006910.1130300,0.0065,0.0319,0.0546,0.0004,0.0119,0.0,0.8594,0.0,0.0,0.0006,0.0024,0.0048,0.0242,0.0033,59,1
000009075.1212960,0.003,0.1627,0.0164,0.0997,0.001,0.0001,0.7107,0.0001,0.0,0.0,0.0003,0.0058,0.0002,0.0,29,1
000007033.1212963,0.0014,0.1148,0.2371,0.0,0.0097,0.0036,0.5665,0.0001,0.0001,0.0032,0.0003,0.0257,0.0322,0.0053,42,1
000012355.1210921,0.0014,0.2117,0.0223,0.0,0.0294,0.0003,0.6256,0.0,0.0001,0.0002,0.0995,0.009,0.0004,0.0001,51,0
000011093.1257172,0.0012,0.0921,0.0211,0.0,0.0064,0.0,0.8703,0.0,0.0,0.0,0.0003,0.0059,0.0,0.0027,53,1
000014571.1261657,0.0052,0.215,0.0533,0.0121,0.0023,0.0005,0.6029,0.0,0.0,0.0,0.071,0.0234,0.0102,0.0041,42,1
000001140.1075998,0.0041,0.1758,0.1351,0.0001,0.0117,0.0,0.5754,0.0,0.0,0.0009,0.0707,0.008,0.0155,0.0027,40,0
000001336.1075898,0.0023,0.4748,0.0288,0.0034,0.0034,0.0,0.4716,0.0,0.0006,0.0,0.0,0.0112,0.0021,0.0018,27,0
000001151.1075997,0.0018,0.21,0.0475,0.0577,0.0037,0.0,0.6695,0.0,0.0001,0.0,0.0015,0.0045,0.0,0.0037,24,1
000006666.1053751,0.0047,0.0009,0.0087,0.0505,0.0003,0.0002,0.4245,0.0002,0.0002,0.0,0.5009,0.004,0.0049,0.0,48,1
000011977.1257387,0.0005,0.2792,0.1179,0.0027,0.0078,0.0001,0.5108,0.0001,0.0001,0.0004,0.0007,0.051,0.0286,0.0001,52,0
000014243.fixed254,0.0013,0.3979,0.0812,0.0005,0.001,0.0004,0.4355,0.0,0.0,0.0008,0.0003,0.0769,0.0003,0.0039,44,0
000004160.1075805,0.0017,0.1588,0.0246,0.0134,0.0076,0.0002,0.755,0.0,0.0,0.0,0.0001,0.0386,0.0,0.0,32,1
000003508.1075928,0.0022,0.1628,0.1034,0.0068,0.0347,0.0017,0.4941,0.0,0.0,0.0016,0.1545,0.0315,0.0038,0.0029,38,0
000008950.1076198,0.0011,0.5532,0.0002,0.0,0.0007,0.0,0.4409,0.0001,0.0,0.0,0.0024,0.0014,0.0,0.0,27,1
000001934.1076306,0.0007,0.3911,0.0134,0.0,0.002,0.0,0.5576,0.0067,0.0,0.0,0.0243,0.0042,0.0,0.0,51,0
000006684.1053860,0.0694,0.3097,0.1128,0.0134,0.0134,0.0004,0.3665,0.0,0.0017,0.0012,0.0366,0.0587,0.0019,0.0143,45,0
000006080.1131591,0.1442,0.157,0.0713,0.0025,0.0041,0.0005,0.6012,0.0,0.0,0.0008,0.0014,0.0075,0.004,0.0055,51,1
000010252.1210789,0.0003,0.3999,0.0151,0.0,0.0039,0.0002,0.5415,0.0,0.0,0.0,0.0004,0.0074,0.0098,0.0215,51,1
000011394.1210926,0.006,0.1104,0.166,0.0003,0.0018,0.0001,0.6085,0.0004,0.0,0.0011,0.0008,0.0197,0.0451,0.0398,58,1
000013265.1257493,0.0439,0.0703,0.0257,0.0005,0.0066,0.0007,0.6656,0.0175,0.0018,0.0004,0.1441,0.0032,0.01,0.0097,38,0
000013134.1257318,0.0024,0.2807,0.1304,0.0086,0.0003,0.0,0.5557,0.0,0.0,0.0018,0.0008,0.0129,0.0007,0.0057,44,1
000013312.1257276,0.008,0.374,0.1836,0.0,0.0002,0.0,0.4114,0.0002,0.0001,0.0001,0.0106,0.0041,0.0,0.0077,47,1
000014523.1261902,0.0012,0.209,0.0848,0.0011,0.0027,0.0,0.4574,0.0001,0.0001,0.0088,0.1604,0.0266,0.0351,0.0127,63,1
000014540.1261926,0.0008,0.348,0.0897,0.0025,0.0025,0.0,0.4436,0.0187,0.0,0.0001,0.0318,0.0409,0.0,0.0214,23,0
000014987.1261628,0.0016,0.3983,0.0121,0.0021,0.011,0.0001,0.5678,0.0,0.0005,0.0,0.0005,0.0059,0.0001,0.0,78,0
000013581.1261956,0.002,0.2392,0.1004,0.0138,0.0151,0.0001,0.5326,0.0001,0.0004,0.0036,0.0163,0.0211,0.0108,0.0445,62,1
000010172.1261961,0.002,0.395,0.0488,0.0,0.0152,0.0,0.4483,0.0001,0.0005,0.0,0.0059,0.0028,0.0002,0.0812,64,0
000014561.1261788,0.0009,0.4537,0.0892,0.0,0.0011,0.0012,0.4128,0.0004,0.0,0.0,0.0002,0.0322,0.007,0.0013,36,1
000014796.fixed238,0.0008,0.2926,0.1491,0.0004,0.0139,0.0,0.5067,0.0,0.0001,0.0003,0.0001,0.0163,0.0197,0.0,40,0
000018035.fixed569,0.0092,0.4325,0.0786,0.0004,0.0082,0.0003,0.409,0.0,0.0,0.002,0.0014,0.0222,0.0186,0.0176,51,0
000017205.fixed1009,0.0029,0.2814,0.2175,0.0001,0.0023,0.0063,0.4525,0.0002,0.0003,0.0011,0.0006,0.0193,0.0122,0.0033,43,0
000005784.1076227,0.0009,0.1944,0.0103,0.0,0.0002,0.0001,0.7654,0.0,0.0004,0.0001,0.0019,0.0258,0.0004,0.0001,39,1
000009353.1053930,0.0018,0.5575,0.1545,0.0026,0.0,0.0001,0.1665,0.0001,0.0002,0.0,0.0008,0.1157,0.0,0.0002,54,1
000001182.1131623,0.0019,0.3739,0.0721,0.0001,0.0004,0.0,0.5004,0.0,0.0,0.0,0.014,0.0289,0.0001,0.0082,62,0
000002290.1210781,0.0015,0.0225,0.0115,0.0,0.0056,0.0058,0.7329,0.0,0.0,0.0,0.1929,0.0141,0.0132,0.0,46,1
000006048.1210565,0.0024,0.363,0.0952,0.0047,0.0579,0.0001,0.2851,0.0,0.0,0.0,0.0016,0.0427,0.0,0.1473,58,1
000011240.1257372,0.0011,0.3989,0.0426,0.0,0.0036,0.0,0.5224,0.0001,0.0,0.0,0.0004,0.0041,0.0031,0.0237,37,1
000012053.1257552,0.0009,0.3129,0.0309,0.0013,0.008,0.0,0.6193,0.0001,0.0001,0.0,0.0008,0.0249,0.0,0.0008,61,0
000013281.1261694,0.0014,0.321,0.0865,0.0,0.0106,0.0007,0.486,0.0,0.0,0.0008,0.0019,0.0072,0.0025,0.0814,67,0
000014380.1261748,0.0006,0.3621,0.0674,0.0,0.0056,0.0001,0.5208,0.0,0.0,0.0002,0.0005,0.0317,0.0081,0.0029,34,1
000014323.1261838,0.0011,0.4831,0.1477,0.0016,0.0063,0.0,0.3374,0.0002,0.0,0.0,0.0022,0.0094,0.0106,0.0004,47,1
000014534.1261852,0.0013,0.2618,0.0546,0.0,0.0019,0.0,0.6503,0.0,0.0001,0.0,0.003,0.027,0.0,0.0,30,0
000002072.1261648,0.007,0.2894,0.0409,0.0004,0.0095,0.0008,0.6407,0.0,0.0012,0.0,0.0002,0.0009,0.0065,0.0025,75,0
000015176.fixed22,0.0011,0.6296,0.0658,0.0028,0.002,0.0,0.2889,0.0,0.0,0.0,0.0,0.0096,0.0,0.0002,24,0
000016217.fixed370,0.0093,0.2512,0.1245,0.0043,0.0099,0.0001,0.5109,0.0003,0.0,0.0012,0.005,0.0347,0.0044,0.0442,56,1
000011160.fixed289,0.0071,0.2859,0.0559,0.011,0.0032,0.0001,0.6208,0.0,0.0009,0.0,0.0045,0.0104,0.0001,0.0001,29,1
000016716.fixed474,0.0015,0.2759,0.1099,0.0028,0.0042,0.0348,0.5109,0.0027,0.0,0.0,0.0074,0.0497,0.0002,0.0,32,0
000016340.fixed787,0.0029,0.3635,0.0346,0.0011,0.0122,0.0001,0.5722,0.0,0.0008,0.0,0.0003,0.0123,0.0,0.0,74,0
000014279.fixed645,0.0024,0.2006,0.0842,0.0,0.0014,0.0054,0.6887,0.0,0.0,0.0002,0.004,0.0071,0.0059,0.0001,59,1
000015575.fixed814,0.0048,0.2183,0.1215,0.0,0.0062,0.0367,0.5353,0.0001,0.0,0.0029,0.0001,0.0161,0.0501,0.0079,68,1
000018027.fixed564,0.0097,0.0628,0.0053,0.0007,0.0006,0.0003,0.8362,0.0002,0.0001,0.0006,0.0001,0.0266,0.0,0.0568,32,1
000017202.fixed1077,0.0268,0.1254,0.1662,0.0002,0.012,0.0109,0.5311,0.0042,0.0,0.0031,0.0547,0.026,0.0224,0.017,45,1
000005900.1131953,0.0072,0.018,0.0191,0.0006,0.0076,0.0002,0.8039,0.0,0.0001,0.0,0.1339,0.0094,0.0,0.0,29,1
000009094.1130546,0.0086,0.4527,0.0351,0.093,0.0003,0.0,0.3774,0.0002,0.0,0.0,0.0031,0.0296,0.0,0.0,33,1
000001646.1213145,0.0034,0.1604,0.0331,0.0062,0.0012,0.0002,0.6354,0.0,0.0004,0.0001,0.0001,0.0775,0.0,0.082,63,1
000013861.1257204,0.0029,0.2841,0.1241,0.0,0.0013,0.0042,0.4111,0.0026,0.0,0.0096,0.0245,0.089,0.0022,0.0444,67,0
000011204.1257149,0.0031,0.3136,0.0692,0.0,0.0039,0.0006,0.5901,0.001,0.0002,0.0001,0.002,0.016,0.0001,0.0001,59,0
000012085.1257127,0.0019,0.1627,0.1069,0.0013,0.0064,0.0015,0.681,0.0002,0.0,0.0,0.001,0.0229,0.0019,0.0123,36,0
000014097.fixed112,0.0008,0.1042,0.2325,0.0,0.0056,0.0146,0.4862,0.0,0.0,0.0015,0.1126,0.0161,0.0257,0.0002,59,0
